transID,corridorID,corridorName,direction,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutTime,stopEndSeq,hour_of_day,day_of_week,is_peak_hour,trip_duration_minutes
SPYT400V0L98OQ,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,Gebu Minang,-6.225359,106.85576,27,2023-04-10 20:14:10,Klinik Firdausy,2023-04-10 21:40:40,40.0,20,Monday,False,86.5
YMIH956I2M57YS,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,Buaran Plaza,-6.217983,106.9235,21,2023-04-10 18:44:18,Perumnas Klender,2023-04-10 20:31:01,24.0,18,Monday,False,106.71666666666667
ARQT396P5G24GQ,7F,Kampung Rambutan - Juanda via Pasar Baru,1.0,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-10 19:20:15,Kampung Rambutan,2023-04-10 20:15:44,16.0,19,Monday,True,55.483333333333334
DXOT052Z2A58CO,M12,Sunter Boulevard Barat - Penjaringan,0.0,Jembatan Merah,-6.146731,106.83427,6,2023-04-10 17:25:32,Penjaringan,2023-04-10 19:05:25,12.0,17,Monday,True,99.88333333333334
BOFR518F9D47JW,BW9,Monas - Pantai Indah Kapuk,1.0,Pantai Maju,-6.093637,106.75068,0,2023-04-10 20:05:30,Seberang Food Street,2023-04-10 21:12:09,2.0,20,Monday,False,66.65
PCAC346D4E46TP,9N,Pinang Ranti - Pramuka,1.0,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-10 21:40:22,Pinang Ranti,2023-04-10 22:40:53,2.0,21,Monday,False,60.516666666666666
VXAD901B3J68UB,10H,Tanjung Priok - Blok M,1.0,Pasar Baru,-6.166129,106.83483,13,2023-04-10 17:55:47,Jembatan Merah,2023-04-10 19:10:15,15.0,17,Monday,True,74.46666666666667
IMYJ932T1K08XA,8M,S. Parman - Tanah Abang,0.0,Cideng Timur,-6.166537,106.81073,6,2023-04-10 17:30:17,Pharmin,2023-04-10 18:45:24,15.0,17,Monday,True,75.11666666666666
VOHT523A9O05VI,JAK.27,Pulo Gebang - Rorotan,1.0,Jln. Pulau Sangiyang Lingkar Timur,-6.193412,106.94376,35,2023-04-10 21:21:00,Sentra Timur,2023-04-10 22:29:01,44.0,21,Monday,False,68.01666666666667
ITQV565T5V32MA,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,Viva Futsal,-6.218724,106.81944,13,2023-04-10 19:44:59,PU Irigasi,2023-04-10 21:41:52,20.0,19,Monday,True,116.88333333333334
TWSI149X5A06MI,2E,Rusun Rawa Bebek - Kodamar,1.0,Al Wathoniyah 2,-6.192425,106.93568,13,2023-04-10 17:46:39,Raya Pulo Gebang Akses St. Cakung,2023-04-10 19:40:36,25.0,17,Monday,True,113.95
NSTZ322G2H27ZQ,4,Pulo Gadung 2 - Tosari,0.0,Pasar Genjing,-6.194446,106.86092,11,2023-04-10 19:16:14,Matraman 2,2023-04-10 20:15:20,12.0,19,Monday,True,59.1
GSFA652L9H16AH,1A,Pantai Maju - Balai Kota,1.0,Mangga Besar Arah Utara,-6.15325,106.817536,4,2023-04-10 21:24:48,Jln. BB Utara,2023-04-10 22:28:41,13.0,21,Monday,False,63.88333333333333
GLFT495O2G34WZ,8C,Kebayoran Lama - Tanah Abang,1.0,Jak Lingko Tanah Abang,-6.185496,106.81105,0,2023-04-10 18:48:15,St. Tanah Abang 3,2023-04-10 20:32:07,2.0,18,Monday,False,103.86666666666666
TAMD739F2O73II,D32,Cinere - Bundaran Senayan,1.0,Bundaran Senayan 1,-6.227445,106.80187,0,2023-04-10 20:14:55,Gerbang Tol Brigif,2023-04-10 21:29:54,1.0,20,Monday,False,74.98333333333333
ZIOK650Y7G89XH,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Masjid Jami Al Barkah 1,-6.229411,106.91212,5,2023-04-10 17:28:34,Wisma Atlet Radin Inten,2023-04-10 19:02:05,10.0,17,Monday,True,93.51666666666667
JLKZ207O6Q18EA,3A,Rusun Pesakih - Kalideres,0.0,Rusun Pesakih,-6.161468,106.71698,0,2023-04-10 19:26:56,Pesakih 2,2023-04-10 20:40:47,3.0,19,Monday,True,73.85
CRNQ987K0X18QT,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,Sbr. Apartemen Gading Nias,-6.154013,106.91607,10,2023-04-10 17:08:57,Jln. Gading Batavia,2023-04-10 18:18:40,22.0,17,Monday,True,69.71666666666667
XKKO733R5T55JP,8K,Batusari - Grogol,1.0,Jln. Delima Raya,-6.173827,106.78413,7,2023-04-10 17:57:05,Jln. Musyawarah Panjang Arteri,2023-04-10 19:10:15,23.0,17,Monday,True,73.16666666666667
VOOC074N2N90MY,B11,Summarecon Bekasi - BNN,1.0,Bandar Djakarta Bekasi,-6.227085,106.99683,5,2023-04-10 21:17:05,Summarecon Bekasi,2023-04-10 22:22:45,6.0,21,Monday,False,65.66666666666667
LOCQ366X2W36EY,JAK.49,Lebak Bulus - Cipulir,1.0,RSUD Pesanggrahan,-6.258241,106.75706,33,2023-04-10 18:08:01,Masjid Al Jihad Ulujami,2023-04-10 19:57:31,41.0,18,Monday,False,109.5
PRFF987N7F29NT,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,Tebet Eco Park Selatan 5,-6.241581,106.85242,5,2023-04-10 20:00:30,Jln. Tebet Timur Dalam VIII J,2023-04-10 21:10:29,6.0,20,Monday,False,69.98333333333333
VGCY316F9F19WC,6T,Pasar Minggu - Velbak,0.0,Jln. Barito II,-6.248884,106.795853,36,2023-04-10 20:44:36,Jln. Pakubuwono VI,2023-04-10 22:29:18,41.0,20,Monday,False,104.7
MTHY595F7J55UK,1,Blok M - Kota,0.0,Bendungan Hilir,-6.217137,106.81528,6,2023-04-10 20:20:31,Bank Indonesia Arah Utara,2023-04-10 21:12:05,12.0,20,Monday,False,51.56666666666667
NKVC700F2M61PT,JAK.35,Pangkalan Jati - Rawamangun,1.0,Tip Top Rawamangun,-6.201153,106.88606,4,2023-04-10 21:25:07,Pos Rw 06 Pondok Bambu,2023-04-10 22:43:00,19.0,21,Monday,False,77.88333333333334
VYOX986I6A05EN,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,SKKT Pondok Bambu,-6.223195,106.895498,17,2023-04-10 17:47:45,Jln. Bekasi Timur VI,2023-04-10 18:56:40,24.0,17,Monday,True,68.91666666666667
ZFOO743Y9U57YS,1E,Pondok Labu - Blok M,0.0,Jln. Banjarsari II,-6.291119,106.79511,8,2023-04-10 20:57:54,Jln. Sungai Sambas VI,2023-04-10 22:42:32,19.0,20,Monday,False,104.63333333333334
HUPU747S5D35RQ,6,Ragunan - Dukuh Atas 2,1.0,Pejaten,-6.278404,106.82972,13,2023-04-10 18:01:33,Departemen Pertanian,2023-04-10 19:39:43,16.0,18,Monday,False,98.16666666666667
XWLR666R7C34KS,M10,PGC 2 - Tanjung Priok,1.0,Tanjung Priok,-6.10959,106.88214,0,2023-04-10 17:37:55,Pedati Prumpung,2023-04-10 19:25:38,15.0,17,Monday,True,107.71666666666667
EZKI282Z8A17FN,JIS3,Harmoni - Jakarta International Stadium,1.0,Harmoni Arah Utara,-6.162678,106.819663,0,2023-04-10 20:50:25,Sawah Besar Arah Selatan,2023-04-10 21:56:28,4.0,20,Monday,False,66.05
XMPV440R3Y22CY,JAK.10,Tanah Abang - Kota,1.0,Pecenongan 2,-6.167856,106.8275,30,2023-04-10 20:57:46,Sbr. Dinas Kesehatan DKI Jakarta,2023-04-10 22:45:46,34.0,20,Monday,False,108.0
KZAZ363O2L79JZ,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,Kel. Cibubur,-6.349525,106.87666,9,2023-04-10 17:57:02,Mall Cijantung,2023-04-10 19:41:46,28.0,17,Monday,True,104.73333333333333
YVDI193M8R66ER,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,Jln. H. Mawar Sunter,-6.157856,106.86771,4,2023-04-10 19:54:15,Mitra Gading Villa,2023-04-10 21:45:43,28.0,19,Monday,True,111.46666666666667
JKVG405I6K12BH,6,Ragunan - Dukuh Atas 2,1.0,Setiabudi Utara,-6.209189,106.830237,1,2023-04-10 20:03:53,Karet Kuningan,2023-04-10 21:27:55,3.0,20,Monday,False,84.03333333333333
RYVR550G5P92FT,6N,Ragunan - Blok M via Kemang,0.0,Kemang Raya 40,-6.265429,106.81602,16,2023-04-10 18:00:34,Puskesmas Kebayoran Baru,2023-04-10 19:46:56,24.0,18,Monday,False,106.36666666666666
IIHB105R9Q94KI,11,Pulo Gebang - Matraman,1.0,Walikota Jakarta Timur,-6.21254,106.94537,13,2023-04-10 17:46:40,Pulo Gebang,2023-04-10 18:41:15,14.0,17,Monday,True,54.583333333333336
UYKQ365V4D02DD,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,1.0,Cipinang Kb. Nanas 1,-6.231595,106.87615,2,2023-04-10 19:29:55,Cipinang Kb. Nanas 2,2023-04-10 21:11:13,3.0,19,Monday,True,101.3
JPSN609R5L99NB,13D,Puri Beta - Ragunan,0.0,CSW 1,-6.23994,106.79843,9,2023-04-10 20:25:22,Rawa Barat,2023-04-10 22:05:18,11.0,20,Monday,False,99.93333333333334
GARG583Y4O93ID,JAK.29,Tanjung Priok - Sukapura,0.0,Jln. Lorong 22,-6.108141,106.89932,42,2023-04-10 21:00:43,Term. Tj. Priok 1,2023-04-10 22:36:53,50.0,21,Monday,False,96.16666666666667
TCPK199A3M12DC,1Q,Rempoa - Blok M,1.0,Masjid Pondok Indah 1,-6.261581,106.78234,14,2023-04-10 19:14:45,Kel. Bintaro,2023-04-10 20:09:53,26.0,19,Monday,True,55.13333333333333
KCCW424B5R02ZX,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,Kodim 0505 1,-6.211958,106.94722,1,2023-04-10 19:35:33,Pengadilan Negeri Jaktim 2,2023-04-10 21:06:21,4.0,19,Monday,True,90.8
QONM850B9M59IA,JAK.36,Cilangkap - Cililitan,0.0,Simpang Raya Bogor Cililitan,-6.264191,106.86585,42,2023-04-10 19:22:42,Ps. Kramat Jati 1,2023-04-10 20:49:18,44.0,19,Monday,True,86.6
WLCK196G8T27IM,JAK.113,Rusun Sindang Koja - Kp. Sawah,1.0,Jln. B Lagoa Terusan 2,-6.108628,106.91505,13,2023-04-10 20:47:52,Jln. Cilincing Raya 1,2023-04-10 22:32:27,15.0,20,Monday,False,104.58333333333333
PHXJ024Z6F20HF,2B,Harapan Indah - ASMI,0.0,Raya Penggilingan,-6.183068,106.93194,15,2023-04-11 06:43:37,RS Mediros,2023-04-11 08:31:02,22.0,6,Tuesday,True,107.41666666666667
GJAB999F5L94JS,M7,Kampung Rambutan - Monas,1.0,BNN Arah Barat,-6.24651,106.87318,17,2023-04-11 09:45:27,Cawang UKI,2023-04-11 11:35:28,18.0,9,Tuesday,True,110.01666666666667
CPES266U3A56GX,1T,Cibubur - Balai Kota,0.0,St. Sudirman 2,-6.201883,106.82277,9,2023-04-11 09:47:22,Tosari 2,2023-04-11 10:08:33,10.0,9,Tuesday,True,21.183333333333334
LLTO974N1A22TT,JAK.58,Cilincing - Rorotan,0.0,Gg. H. Abdullah Marunda,-6.125838,106.95684,39,2023-04-11 09:33:06,Gg. Damai I Rorotan,2023-04-11 10:01:15,64.0,9,Tuesday,True,28.15
ADXK357B6J83NI,2E,Rusun Rawa Bebek - Kodamar,0.0,IGI,-6.182981,106.91917,21,2023-04-11 06:08:04,Pulo Mas 2,2023-04-11 07:34:02,28.0,6,Tuesday,True,85.96666666666667
LVRK932E9C57MO,JAK.15,Bulak Turi - Tanjung Priok,0.0,Jln. Belimbing Terusan,-6.115462,106.92147,30,2023-04-11 07:23:32,Jln. Elpa Putih II,2023-04-11 08:06:07,50.0,7,Tuesday,True,42.583333333333336
ISUR105Y3W29VT,1H,Tanah Abang - Stasiun Gondangdia,1.0,SMKN 38,-6.181971,106.8174,4,2023-04-11 08:39:31,DPRD DKI Jakarta,2023-04-11 09:20:35,9.0,8,Tuesday,True,41.06666666666667
RKNP195E7V20UH,5,Matraman Baru - Ancol,0.0,Pademangan,-6.133704,106.83164,13,2023-04-11 07:23:54,Ancol,2023-04-11 09:13:50,14.0,7,Tuesday,True,109.93333333333334
KVQU647O8P17AI,T11,Poris Plawad - Bundaran Senayan,1.0,SDN Sukasari Enam 2,-6.189308,106.64182,19,2023-04-11 06:20:40,Mall Bale Kota,2023-04-11 07:59:02,20.0,6,Tuesday,True,98.36666666666666
GLEZ066K7H64YL,4C,TU Gas - Bundaran Senayan,0.0,Velodrome,-6.193468,106.8883,3,2023-04-11 07:43:03,Gedung Wanita,2023-04-11 08:31:39,16.0,7,Tuesday,True,48.6
ZEXS207S2O28UB,M13,Puri Beta 2 - Tendean,0.0,Cipulir,-6.237818,106.76541,5,2023-04-11 06:13:51,Tendean,2023-04-11 08:07:16,12.0,6,Tuesday,True,113.41666666666667
SUUP535E2S62ZO,8D,Joglo - Blok M,0.0,Permata Hijau RS Medika 1,-6.218855,106.77808,16,2023-04-11 08:11:53,Jln. Sukabumi Selatan,2023-04-11 09:54:59,20.0,8,Tuesday,True,103.1
PUKO855B4P97AE,M7B,BKN - Blok M,1.0,Jln. Minyak Raya,-6.253372,106.83813,22,2023-04-11 06:32:30,STEKPI,2023-04-11 07:05:07,26.0,6,Tuesday,True,32.61666666666667
QRKL516Q1F11ZW,JAK.41,Kampung Melayu - Pulo Gadung,1.0,Jln. Bekasi Timur I Jatinegara,-6.215457,106.87083,30,2023-04-11 06:01:51,Sbr. Ps. Rawa Bening,2023-04-11 07:34:45,31.0,6,Tuesday,True,92.9
SCQJ553Y2Y77DS,4B,Stasiun Manggarai - UI,1.0,Balai Sudirman,-6.227043,106.84742,38,2023-04-11 09:10:44,SDN 01 02 03,2023-04-11 09:39:37,41.0,9,Tuesday,True,28.883333333333333
QJDB699C7G94BO,JAK.08,,1.0,Pam Jaya DKI,-6.203455,106.80794,8,2023-04-11 06:25:41,Gedung Pompa Cideng Siantar,2023-04-11 07:24:00,30.0,6,Tuesday,True,58.31666666666667
DDWR739R0L62OI,7A,Kampung Rambutan - Lebak Bulus,0.0,Jaha,-6.292428,106.81245,22,2023-04-11 08:17:37,RS Siloam,2023-04-11 09:31:22,29.0,8,Tuesday,True,73.75
EDBP495G3P40UR,JAK.34,Rawamangun - Klender,1.0,STAI Az Ziyadah 2,-6.222785,106.90469,18,2023-04-11 07:45:48,Yayasan Asih Budi,2023-04-11 08:53:42,30.0,7,Tuesday,True,67.9
HJAJ644B3B25YT,JAK.01,Tanjung Priok - Plumpang,1.0,Jln. Warakas II,-6.117016,106.88045,20,2023-04-11 07:55:24,Term. Tj. Priok 2,2023-04-11 09:03:06,30.0,7,Tuesday,True,67.7
PPCP274F1K82VL,3,Kalideres - Bundaran HI via Veteran,1.0,Dispenda Samsat Barat,-6.154634,106.7381,9,2023-04-11 09:45:43,Pesakih,2023-04-11 11:33:41,13.0,9,Tuesday,True,107.96666666666667
CKWQ412N4C88KE,4C,TU Gas - Bundaran Senayan,0.0,Pasar Genjing,-6.194446,106.86092,9,2023-04-11 08:22:11,Matraman 2,2023-04-11 09:33:21,10.0,8,Tuesday,True,71.16666666666667
ADTE694T7H77HR,JAK.86,Term. Rawamangun - Term. Manggarai,0.0,Jln. Cipinang Timur Persahabatan,-6.202447,106.89344,6,2023-04-11 07:27:52,Flyover Jatinegara Atas,2023-04-11 08:25:27,16.0,7,Tuesday,True,57.583333333333336
MUTK126A2E75UZ,4D,Pulo Gadung 2 - Kuningan,0.0,Departemen Kesehatan,-6.228794,106.833205,19,2023-04-11 06:22:18,Patra Kuningan,2023-04-11 07:43:41,20.0,6,Tuesday,True,81.38333333333334
YQMQ677F9D42SS,JAK.14,Tanah Abang - Meruya,0.0,Jak Lingko Tanah Abang 2,-6.183885,106.81165,1,2023-04-11 07:21:49,Sbr. SDN Palmerah 07,2023-04-11 08:10:07,21.0,7,Tuesday,True,48.3
GTAV525Q3W21FB,3B,,0.0,SDN Cengkareng Timur 05,-6.149212,106.72804,10,2023-04-11 08:56:19,Puri Agung,2023-04-11 10:17:30,11.0,8,Tuesday,True,81.18333333333334
HDIO676S1B50LS,10A,Rusun Marunda - Tanjung Priok,0.0,Simpang Pitungan,-6.100212,106.9606,2,2023-04-11 08:21:31,Enggano,2023-04-11 10:12:58,6.0,8,Tuesday,True,111.45
DNDB775L3K73FQ,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,Taman Ut Aheme,-6.227704,106.92256,14,2023-04-11 09:47:37,Sbr. Swadaya Raya,2023-04-11 11:29:40,16.0,9,Tuesday,True,102.05
FODI577C6L64CQ,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,SMKN 48,-6.219401,106.92361,6,2023-04-11 09:42:50,Masjid Jami Al Barkah 2,2023-04-11 10:25:11,13.0,9,Tuesday,True,42.35
HRDJ503A3D26SS,M1H,Tanah Abang - St. Gondangdia,1.0,Kementerian ESDM,-6.183203,106.82382,6,2023-04-11 09:18:06,St. Gondangdia 2,2023-04-11 10:08:16,11.0,9,Tuesday,True,50.166666666666664
JPET861C2S42WZ,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,Sbr. Kel. Ciracas,-6.32881,106.87779,14,2023-04-11 06:21:42,KPP Pratama Pasar Rebo,2023-04-11 07:50:25,45.0,6,Tuesday,True,88.71666666666667
MLDF539S3W26AH,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,Jln. Pepaya V Jagakarsa,-6.320652,106.81847,21,2023-04-11 07:20:59,Pemadam Jagakarsa,2023-04-11 07:50:26,26.0,7,Tuesday,True,29.45
RVNR439V6M62MN,JAK.74,Terminal Rawamangun - Cipinang Muara,0.0,Persahabatan,-6.20222,106.88512,13,2023-04-11 09:24:19,Rukan Balai Pustaka,2023-04-11 10:43:54,17.0,9,Tuesday,True,79.58333333333333
QJRS785X4K96CW,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,0.0,Kota Harapan Indah 2,-6.193912,106.97356,2,2023-04-11 08:54:42,Simpang Tiga Pulo Gebang Raya,2023-04-11 10:13:34,20.0,8,Tuesday,True,78.86666666666666
SPPF807Z4Y31JV,7A,Kampung Rambutan - Lebak Bulus,0.0,Plaza Oleos,-6.29771,106.82965,17,2023-04-11 07:01:38,JGC Indonesia,2023-04-11 07:58:41,24.0,7,Tuesday,True,57.05
ARFK652Q3U89SY,JAK.10,Tanah Abang - Kota,1.0,St. Jakarta Kota Baru,-6.137749,106.81631,10,2023-04-11 07:30:43,Kec. Sawah Besar,2023-04-11 08:00:14,19.0,7,Tuesday,True,29.516666666666666
IQQL255T1Y03SM,JAK.41,Kampung Melayu - Pulo Gadung,0.0,St. LRT Velodrome 3,-6.19151,106.89108,37,2023-04-11 06:07:03,Pulo Gadung 4,2023-04-11 07:48:51,46.0,6,Tuesday,True,101.8
NQYW508W3A91HT,5,Matraman Baru - Ancol,0.0,Pademangan,-6.133704,106.83164,13,2023-04-11 09:29:14,Ancol,2023-04-11 10:23:08,14.0,9,Tuesday,True,53.9
TCAY839W4S78DE,1,Blok M - Kota,0.0,Sawah Besar Arah Utara,-6.157418,106.81846,15,2023-04-11 08:37:36,Olimo,2023-04-11 09:16:11,17.0,8,Tuesday,True,38.583333333333336
UJZW149E3H78VF,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,Sbr. SMPN 195,-6.230919,106.90988,18,2023-04-11 08:07:03,Gereja Santa Anna 2,2023-04-11 09:14:36,20.0,8,Tuesday,True,67.55
ROCM869W7Y50QK,7,Kampung Rambutan - Bidara Cina,0.0,Cawang Otista,-6.243607,106.86876,11,2023-04-11 09:57:08,Bidara Cina,2023-04-11 11:44:00,13.0,9,Tuesday,True,106.86666666666666
LIAX370T3O56JD,JAK.58,Cilincing - Rorotan,1.0,Mushola Almujtahida Rorotan,-6.14607,106.95648,6,2023-04-11 09:12:25,Ponpes Alhikmah Rorotan,2023-04-11 10:24:39,19.0,9,Tuesday,True,72.23333333333333
WHJN272H9N81AY,JAK.16,Cililitan - Condet,1.0,Ps. Kramat Jati 2,-6.269037,106.86664,31,2023-04-11 08:13:10,PGC Dalam,2023-04-11 09:16:46,33.0,8,Tuesday,True,63.6
KIAM592X4G09SC,3C,Rusun Kapuk Muara - Penjaringan,0.0,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-11 08:09:36,Penjaringan,2023-04-11 08:48:01,1.0,8,Tuesday,True,38.416666666666664
MTUH382D9M01ZF,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,Erha Clinic,-6.147269,106.89796,24,2023-04-11 07:22:52,Midi Utama Danau Indah,2023-04-11 08:00:00,38.0,7,Tuesday,True,37.13333333333333
EHIT587W3D42KP,6A,Ragunan - MH Thamrin via Kuningan,0.0,Karet Kuningan,-6.21667,106.830737,14,2023-04-11 09:41:42,MH Thamrin,2023-04-11 10:19:15,18.0,9,Tuesday,True,37.55
NJQF957G5I64UK,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0.0,Term. Tj. Priok 1,-6.1098,106.88118,0,2023-04-11 06:26:32,SPBU Tugu Selatan,2023-04-11 07:26:34,22.0,6,Tuesday,True,60.03333333333333
YEFZ976Q3N56MI,JAK.37,Cililitan - Condet via Kayu Manis,1.0,Sbr. Graha Delta Tengah,-6.293006,106.8596,11,2023-04-11 09:05:44,Sbr. Gg. Masjid Al Istiqomah Tengah,2023-04-11 10:23:56,15.0,9,Tuesday,True,78.2
URLN335N8C43SQ,D32,,1.0,SPBU Limo Cinere 1,-6.343161,106.77878,5,2023-04-11 09:30:34,South City Cinere,2023-04-11 11:18:06,6.0,9,Tuesday,True,107.53333333333333
WHZX459C4D20NX,JAK.49,Lebak Bulus - Cipulir,1.0,Sbr. Masjid Al Falah Pinang,-6.274229,106.77506,8,2023-04-11 07:19:18,Simpang Kodam Bintaro Permai,2023-04-11 07:44:55,26.0,7,Tuesday,True,25.616666666666667
YVPZ301H6G29IY,JAK.15,Bulak Turi - Tanjung Priok,0.0,Simpang Lagoa Ciampea,-6.108978,106.9077,40,2023-04-11 06:45:08,Term. Tj. Priok 1,2023-04-11 08:16:35,52.0,6,Tuesday,True,91.45
MAHN891V9S46RP,9A,PGC 2 - Grogol 2,1.0,Gatot Subroto Jamsostek Arah Timur,-6.232602,106.82162,7,2023-04-11 06:42:07,Pancoran Barat Arah Timur,2023-04-11 08:37:09,10.0,6,Tuesday,True,115.03333333333333
FNRL795N1Z60HU,BW9,Monas - Pantai Indah Kapuk,0.0,Gold Coast,-6.102693,106.74065,4,2023-04-11 06:47:30,Pantai Maju,2023-04-11 08:38:13,8.0,6,Tuesday,True,110.71666666666667
EHUT544F8O04FK,6N,Ragunan - Blok M via Kemang,0.0,Simpang Dharmawangsa VIII,-6.253614,106.80792,23,2023-04-11 06:24:49,Blok M Jalur 2,2023-04-11 06:44:52,26.0,6,Tuesday,True,20.05
AZTB102C5J02VA,L13E,Puri Beta - Kuningan (Express),0.0,Setiabudi Utara,-6.209189,106.830237,11,2023-04-11 07:49:08,Latuharhary,2023-04-11 08:48:55,12.0,7,Tuesday,True,59.78333333333333
OLCM676Q1K85UH,S21,Ciputat - CSW,0.0,ASEAN,-6.239889,106.79897,30,2023-04-11 09:29:25,Kejaksaan Agung,2023-04-11 10:09:55,31.0,9,Tuesday,True,40.5
ASKW287W1B91MN,2,Pulo Gadung - Monas,1.0,Bermis,-6.178203,106.89859,14,2023-04-11 09:35:19,Pulo Gadung 1,2023-04-11 10:43:48,15.0,9,Tuesday,True,68.48333333333333
OMDC593E2P56OQ,JAK.27,Pulo Gebang - Rorotan,1.0,Gg. Rukun Lingkar Timur,-6.198644,106.94442,40,2023-04-11 07:08:15,Gg. Sabar 2 Lingkar Timur,2023-04-11 08:08:06,42.0,7,Tuesday,True,59.85
SKZU704X6A63GS,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,Masjid Jami Al Barkah 2,-6.229538,106.91204,13,2023-04-11 09:03:20,Cipinang Indah,2023-04-11 09:44:30,19.0,9,Tuesday,True,41.166666666666664
RUYN065Q1Q21DF,JIS3,Harmoni - Jakarta International Stadium,0.0,Sunter Muara,-6.144072,106.85763,7,2023-04-11 07:18:07,Pasar Baru Timur,2023-04-11 08:03:51,10.0,7,Tuesday,True,45.733333333333334
YNJH564L5V58CH,6V,Ragunan - Gelora Bung Karno,0.0,SMK 57,-6.290967,106.82365,2,2023-04-11 09:52:46,Jati Padang,2023-04-11 11:46:46,3.0,9,Tuesday,True,114.0
ZRNL364H6J77MJ,D21,Universitas Indonesia - Lebak Bulus,1.0,SPBU Jln. Guru,-6.318164,106.83745,28,2023-04-11 08:19:27,Syibi,2023-04-11 08:42:32,35.0,8,Tuesday,True,23.083333333333332
RJVM524U0K44NR,S22,Ciputat - Kampung Rambutan,1.0,Jln. Asmin 2,-6.308725,106.87205,4,2023-04-11 06:28:49,Cirendeu Permai,2023-04-11 07:00:00,10.0,6,Tuesday,True,31.183333333333334
BQWO501J7J94PH,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,Sbr. St. Manggarai,-6.209626,106.8504,3,2023-04-11 09:05:23,Simpang Manggarai Utara,2023-04-11 10:27:05,5.0,9,Tuesday,True,81.7
ZJNB990N6W45SN,10A,Rusun Marunda - Tanjung Priok,0.0,Simpang Pitungan,-6.100212,106.9606,2,2023-04-11 06:33:44,Enggano,2023-04-11 07:10:32,6.0,6,Tuesday,True,36.8
YFNR321E0L06KX,M1H,Tanah Abang - St. Gondangdia,0.0,Explorer Tanah Abang,-6.184305,106.81158,13,2023-04-11 07:53:11,Blok F,2023-04-11 09:45:41,14.0,7,Tuesday,True,112.5
WMRC345O9U10VX,JAK.06,Kampung Rambutan - Pondok Gede,0.0,RS Adhiyaksa,-6.307077,106.8932,46,2023-04-11 08:00:18,Term. Kampung Rambutan,2023-04-11 09:54:15,50.0,8,Tuesday,True,113.95
HWPI909X9O40ET,B13,Bekasi Barat - Blok M,0.0,RS Mitra Keluarga 1,-6.240672,106.99317,1,2023-04-11 08:51:08,Komdak 1,2023-04-11 09:27:46,5.0,8,Tuesday,True,36.63333333333333
VLXG027G4H97VP,2P,Gondangdia - Senen,1.0,Atrium 1,-6.177759,106.8412,6,2023-04-11 06:48:02,Theresia,2023-04-11 08:05:54,23.0,6,Tuesday,True,77.86666666666666
PTLX112N3N19YQ,B14,Bekasi Barat - Kuningan,0.0,Kemenkes 1,-6.230706,106.83284,7,2023-04-11 06:58:24,Setiabudi Utara 2,2023-04-11 08:08:00,15.0,6,Tuesday,True,69.6
BUDL602G1T85PA,12C,Rusun Waduk Pluit - Penjaringan,0.0,Simpang Pluit Raya,-6.127123,106.80441,8,2023-04-11 09:38:01,Kel. Penjaringan,2023-04-11 11:18:15,10.0,9,Tuesday,True,100.23333333333333
SUBA953L6W98KF,13D,Puri Beta - Ragunan,0.0,Buncit Indah,-6.274333,106.83029,17,2023-04-11 09:13:44,Jati Padang,2023-04-11 09:36:42,19.0,9,Tuesday,True,22.966666666666665
GHXV946W6I15EH,JAK.37,Cililitan - Condet via Kayu Manis,0.0,Simpang Waru Gedong,-6.29329,106.85793,30,2023-04-11 08:10:03,SMKN 22,2023-04-11 09:23:01,32.0,8,Tuesday,True,72.96666666666667
DSIN813T9S30IF,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,Kel. Susukan,-6.312595,106.87518,30,2023-04-11 06:36:13,Simpang Raya Bogor Suci,2023-04-11 08:14:09,51.0,6,Tuesday,True,97.93333333333334
